Unnamed: 0,Player ID,Player Surname,Player Forename,Team,Position Id,recomendacion,cluster
7083,34296,Palacios,Wilson,Stoke City,4,"[52876, 83701, 6769, 78056, 43191]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
7101,36968,Park Chu-Young,,Arsenal,6,"[40399, 86168, 39776, 98769, 91126]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
7102,12882,Park Ji-Sung,,Manchester United,4,"[2019, 81025, 14295, 83701, 19569]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
7119,1411,Parker,Scott,Tottenham Hotspur,4,"[50471, 28147, 14664, 15109, 1615]","[1632, 2404, 14668, 15114, 21091, 28301, 39895, 40555, 50472]"
7148,20298,Pavlyuchenko,Roman,Tottenham Hotspur,6,"[1619, 80061, 66978, 60865, 98769]","[1619, 1795, 4454, 5692, 5730, 19916, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
7153,16058,Pedersen,Morten Gamst,Blackburn Rovers,4,"[20141, 27258, 18892, 8758, 28566]",[]
7186,3658,Pennant,Jermaine,Stoke City,4,"[1936, 41208, 51887, 1256, 20664]",[]
7213,18846,Perch,James,Newcastle United,2,"[42593, 19159, 61944, 12450, 1587]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
7238,10089,Petrov,Martin,Bolton Wanderers,4,"[28566, 7635, 58900, 18586, 18753]",[]
7239,2160,Petrov,Stilian,Aston Villa,4,"[27258, 15237, 19688, 39765, 12002]",[19569]
7296,56944,Petrovic,Radosav,Blackburn Rovers,4,"[34296, 77800, 10454, 4990, 15076]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
7315,7525,Pienaar,Steven,Everton,4,"[49493, 44302, 21060, 34296, 28495]","[11829, 17349, 37339, 38429, 59949]"
7331,40451,Pilkington,Anthony,Norwich City,4,"[38530, 8378, 1814, 36903, 19057]","[18737, 63370]"
7361,48730,Piscu,,Wigan Athletic,2,"[1989, 74230, 13439, 42428, 11248]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
7366,7459,Pizarro,David,Manchester City,4,"[6769, 83701, 28554, 93666, 105190]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
7371,74208,Pogba,Paul,Manchester United,4,"[19688, 28342, 98464, 19946, 105190]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
7374,39439,Pogrebnyak,Pavel,Fulham,6,"[18215, 28541, 8595, 1710, 5730]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
7386,15188,Pratley,Darren,Bolton Wanderers,4,"[49384, 7670, 27341, 14898, 49323]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
7411,14489,Pugh,Danny,Stoke City,4,"[59304, 98464, 59013, 74208, 105190]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
7414,19197,Puncheon,Jason,Queens Park Rangers,4,"[28301, 19930, 999, 40555, 88894]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
7416,54772,Rafael,,Manchester United,2,"[16234, 11278, 58621, 20658, 14278]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 55604, 57214, 58786]"
7428,53392,Ramires,,Chelsea,4,"[20226, 34392, 8378, 21083, 41184]","[1212, 8378, 12765, 21060, 21083, 28499]"
7458,41792,Ramsey,Aaron,Arsenal,4,"[56944, 14664, 8597, 41184, 21091]",[14664]
7492,42996,Rangel,Angel,Swansea City,2,"[57214, 46695, 48730, 19159, 17997]","[9007, 9047, 11278, 15405, 17997, 20492, 32318, 37748, 40725, 45158, 49539, 58621, 76359]"
7526,93666,Razak,Abdul,Manchester City,4,"[13524, 5043, 91128, 1615, 83701]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 98464, 103955, 105190, 114042]"
7527,82514,Ream,Tim,Bolton Wanderers,2,"[11078, 41727, 17974, 11883, 12679]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 83428]"
7540,3332,Reid,Steven,West Bromwich Albion,4,"[92372, 40564, 14898, 1821, 12002]","[1821, 15073, 92488]"
7562,8432,Reina,José,Liverpool,1,"[10954, 20066, 38251, 51940, 18151]",[]
7596,14668,Reo-Coker,Nigel,Bolton Wanderers,4,"[28147, 1411, 21083, 50471, 39765]","[1411, 1632, 2404, 15114, 21091, 28301, 39895, 40555, 50472]"
7633,20492,Richards,Micah,Manchester City,2,"[75880, 45139, 14075, 3296, 20492]","[9007, 9047, 11278, 15405, 17997, 32318, 37748, 40725, 42996, 45158, 49539, 58621, 76359]"
7635,73459,Richards,Ashley,Swansea City,4,"[41823, 40231, 4374, 78056, 88821]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 77800, 78056, 80442, 81880, 92372]"
7670,15073,Richardson,Kieran,Sunderland,4,"[40564, 92372, 3332, 12150, 1821]","[1821, 3332, 92488]"
7699,7712,Ricketts,Sam,Bolton Wanderers,2,"[17974, 48730, 9007, 57214, 12780]","[1930, 3296, 5750, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
7719,14278,Ridgewell,Liam,West Bromwich Albion,2,"[19958, 78108, 54771, 16734, 38462]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
7732,105322,Riley,Joe,Bolton Wanderers,2,"[38462, 42428, 87835, 54469, 51511]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 106603]"
7735,3118,Roberts,Jason,Blackburn Rovers,6,"[59125, 19557, 19688, 40275, 50175]","[1409, 1710, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
7745,1801,Robinson,Paul,Blackburn Rovers,1,"[41705, 19236, 20066, 18151, 1945]",[]
7746,2004,Robinson,Paul,Bolton Wanderers,2,"[1950, 1869, 1809, 19084, 2399]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
7796,86168,Rochina,Rubén,Blackburn Rovers,6,"[37084, 39104, 27440, 5075, 9765]","[1765, 4255, 4396, 9765, 37084]"
7814,37334,Rodallega,Hugo,Wigan Athletic,6,"[6240, 13017, 20312, 1231, 46581]","[1195, 5075, 6240, 14279, 16005, 19321, 19557, 20312, 42758, 57835, 62419]"
7837,49384,Rodwell,Jack,Everton,4,"[19602, 13308, 55548, 79843, 1307]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
7851,78056,Romeu,Oriol,Chelsea,4,"[4990, 15076, 43191, 37639, 34296]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 80442, 81880, 92372]"
7867,13017,Rooney,Wayne,Manchester United,6,"[46581, 16005, 39104, 37352, 12303]",[]
7901,38290,Rose,Danny,Tottenham Hotspur,4,"[1307, 52876, 83701, 6769, 37939]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
7912,8597,Rosicky,Tomas,Arsenal,4,"[41262, 14489, 21083, 56944, 36903]","[1274, 19921, 56979]"
7940,11829,Routledge,Wayne,Swansea City,4,"[16236, 38297, 21060, 12150, 59325]","[7525, 17349, 37339, 38429, 59949]"
7968,50264,Rudd,Declan,Norwich City,1,"[17687, 41705, 66797, 5288, 5207]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 41705, 51922, 88658]"
7970,19236,Ruddy,John,Norwich City,1,"[19236, 26756, 20066, 41705, 1822]","[9089, 20066]"
8007,37084,Ruiz,Bryan,Fulham,6,"[38328, 80979, 43274, 4570, 26900]","[1765, 4255, 4396, 9765, 86168]"
8034,41727,Ryan Bennett,,Norwich City,2,"[60232, 58845, 12679, 52477, 51511]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
8042,14775,Ryan Taylor,,Newcastle United,2,"[12745, 42428, 5750, 17974, 4098]",[4098]
8073,37748,Sagna,Bacary,Arsenal,2,"[3296, 9007, 75880, 11278, 15405]","[9007, 9047, 11278, 15405, 17997, 20492, 32318, 40725, 42996, 45158, 49539, 58621, 76359]"
8094,4396,Saha,Louis,Everton,6,"[27440, 37572, 9765, 40501, 49013]","[1765, 4255, 9765, 37084, 86168]"
8122,20359,Samba,Christopher,Blackburn Rovers,2,"[19419, 82514, 14278, 16854, 15864]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
8138,80442,Samba Diakité,,Queens Park Rangers,4,"[56861, 1307, 38290, 41823, 78774]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 81880, 92372]"
8147,55415,Sammon,Conor,Wigan Athletic,6,"[15428, 57835, 11721, 19557, 14166]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 58778, 59125, 60865, 80979, 97612, 98769]"
8172,97612,Sammy Ameobi,,Newcastle United,6,"[4454, 59970, 55586, 51484, 66749]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 98769]"
8182,52876,Sandro,,Tottenham Hotspur,4,"[19930, 20481, 28495, 1411, 28448]","[1420, 7631, 11735, 16210, 16236, 20481, 28495, 49493, 50471, 55548]"
8205,55604,Santon,Davide,Newcastle United,2,"[20488, 47390, 14947, 42427, 2562]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 57214, 58786]"
8229,65807,Savic,Stefan,Manchester City,2,"[19718, 87860, 61944, 60232, 19084]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
8240,16210,Scharner,Paul,West Bromwich Albion,4,"[1420, 51938, 11735, 3273, 49384]","[1420, 7631, 11735, 16236, 20481, 28495, 49493, 50471, 52876, 55548]"
8269,363,Scholes,Paul,Manchester United,4,"[13227, 21091, 10561, 13524, 14489]","[2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
8286,1827,Schwarzer,Mark,Fulham,1,"[38251, 51940, 10954, 1822, 51922]","[1803, 1822, 3119, 11334, 15337, 15749, 28491, 51940]"
8316,19057,Sebastian Larsson,,Sunderland,4,"[27258, 1814, 16058, 53392, 39217]",[]
8348,16854,Senderos,Philippe,Fulham,2,"[7551, 1934, 10466, 19958, 11378]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
8369,34392,Sessegnon,Stéphane,Sunderland,4,"[44302, 21083, 8378, 49493, 20467]",[49013]
8405,37869,Shawcross,Ryan,Stoke City,2,"[8358, 1764, 19008, 19272, 19188]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 39253, 41135, 43035, 51507, 68815]"
8441,50232,Shelvey,Jonjo,Liverpool,4,"[28097, 88821, 105086, 14295, 59013]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
8454,6240,Shola Ameobi,,Newcastle United,6,"[37572, 37084, 18953, 3630, 1765]","[1195, 5075, 14279, 16005, 19321, 19557, 20312, 37334, 42758, 57835, 62419]"
8481,5750,Shorey,Nicky,West Bromwich Albion,2,"[12679, 19084, 14278, 46695, 17127]","[1930, 3296, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
8506,45158,Shotton,Ryan,Stoke City,2,"[16234, 11278, 20492, 15405, 75880]","[9007, 9047, 11278, 15405, 17997, 20492, 32318, 37748, 40725, 42996, 49539, 58621, 76359]"
8529,11735,Sidwell,Steve,Fulham,4,"[42518, 56861, 20467, 28468, 77800]","[1420, 7631, 16210, 16236, 20481, 28495, 49493, 50471, 52876, 55548]"
8543,55422,Sigurdsson,Gylfi,Swansea City,4,"[39765, 18008, 19057, 1814, 18428]",[]
8561,20664,Silva,David,Manchester City,4,"[4611, 34392, 36903, 28499, 28495]",[]
8597,40725,Simpson,Danny,Newcastle United,2,"[9007, 15405, 9493, 1930, 11278]","[9007, 9047, 11278, 15405, 17997, 20492, 32318, 37748, 42996, 45158, 49539, 58621, 76359]"
8632,19688,Sinclair,Scott,Swansea City,6,"[20452, 37352, 49013, 43020, 14402]",[]
8670,26793,Skrtel,Martin,Liverpool,2,"[38462, 7551, 17476, 37269, 65807]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
8704,89328,Slew,Jordan,Blackburn Rovers,6,"[40501, 36968, 39982, 91126, 98769]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 91126, 95703, 107853]"
8705,55909,Smalling,Chris,Manchester United,2,"[78108, 12674, 46695, 61944, 19718]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 58845, 80235, 80254, 82514, 83428]"
8724,2019,Smith,Tommy,Queens Park Rangers,4,"[18008, 14295, 81025, 40231, 37639]","[363, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
8729,999,Smith,Alan,Newcastle United,4,"[40555, 19196, 28301, 19930, 92488]","[1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
8731,54469,Smith,Adam,Tottenham Hotspur,2,"[91979, 51511, 39464, 86364, 42428]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
8744,21091,Song,Alexandre,Arsenal,4,"[1632, 28147, 14668, 50471, 1411]","[1411, 1632, 2404, 14668, 15114, 28301, 39895, 40555, 50472]"
8778,66978,Sordell,Marvin,Bolton Wanderers,6,"[89328, 91126, 66978, 80061, 32317]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 80061, 80181, 89328, 91126, 95703, 107853]"
8781,55548,Spearing,Jay,Liverpool,4,"[77800, 15076, 43191, 4990, 28495]","[1420, 7631, 11735, 16210, 16236, 20481, 28495, 49493, 50471, 52876]"
8797,13439,Squillaci,Sébastien,Arsenal,2,"[86364, 91979, 51507, 39253, 53238]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
8798,16234,Stam,Ronnie,Wigan Athletic,2,"[11278, 45139, 9007, 58621, 12443]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
8818,18832,Stearman,Richard,Wolverhampton Wanderers,2,"[18846, 1764, 13898, 17468, 3736]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
8848,28183,Steinsson,Grétar,Bolton Wanderers,2,"[15405, 1930, 17997, 20658, 8358]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
8871,103955,Sterling,Raheem,Liverpool,4,"[59325, 19197, 14489, 19946, 28342]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 105190, 114042]"
8874,17974,Steven Taylor,,Newcastle United,2,"[1131, 58845, 14919, 51511, 12679]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
8888,15903,Stockdale,David,Fulham,1,"[5207, 5288, 66797, 10954, 28491]","[4202, 5207, 5288, 9631, 10954, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 41705, 50264, 51922, 88658]"
8896,58778,Stracqualursi,Denis,Everton,6,"[55415, 15428, 14166, 19557, 15675]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 59125, 60865, 80979, 97612, 98769]"
8917,40755,Sturridge,Daniel,Chelsea,6,"[26900, 40204, 37572, 49724, 43020]",[40204]
8947,15237,Surman,Andrew,Norwich City,4,"[4611, 28566, 34392, 38429, 8378]","[3, 1814, 1936, 15157, 20141, 28568, 59013]"
8972,39336,Suárez,Luis,Liverpool,6,"[37572, 17500, 49013, 26900, 13017]",[]
9003,59936,Szczesny,Wojciech,Arsenal,1,"[1827, 11334, 39215, 28491, 15749]","[20480, 39215]"
9041,46581,Sá,Orlando,Fulham,6,"[40399, 80061, 60865, 66978, 89328]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
9048,1945,Sørensen,Thomas,Stoke City,1,"[59936, 37634, 11334, 3119, 20480]","[1344, 40349, 45175, 66797]"
